restaurant_name,rating,average_price,average_delivery_time,south_indian_or_not,north_indian_or_not,fast_food_or_not,street_food,biryani_or_not,bakery_or_not,location,City Tier,State/U.T,Region
Sangam Mess,4.3,100,55,1,1,0,0,1,0,Bangalore,Tier 1  Cities,Karnataka,South India
Sangam Mishthan Bhandar,4.2,150,19,1,1,1,0,0,0,Nagpur,Tier 2 Cities,Maharashtra,West India
Sangam Restaurant,4.1,100,31,0,1,0,0,0,0,Lucknow,Tier 2 Cities,Uttar Pradesh,North India
Sangam Restaurant,4.1,150,26,1,0,0,0,0,0,Nagpur,Tier 2 Cities,Maharashtra,West India
Sangam Saga,3.7,100,32,1,0,0,0,0,0,Madurai,Tier 2 Cities,Tamil Nadu,South India
Sangam Sweets,4.2,100,30,0,0,1,1,0,0,Bangalore,Tier 1  Cities,Karnataka,South India
Sangam Variety,4.1,150,12,0,0,0,0,0,0,Rajkot,Tier 2 Cities,Gujarat,West India
Sangat,4.0,200,42,0,1,1,1,0,0,NCR,NCR,NCR,NCR
Sangeeta Home Foods,3.4,100,38,1,1,0,0,0,0,Mysore,Tier 2 Cities,Karnataka,South India
Sangeeta's Home Kitchen,4.1,50,33,0,1,0,0,1,0,Ujjain,Tier 2 Cities,Madhya Pradesh,Central India
Sangeetas Shree Ji Rasoi,4.1,100,31,0,1,0,0,0,0,Ujjain,Tier 2 Cities,Madhya Pradesh,Central India
Sangeetha Veg Restaurant - Gandhi Irwin Road,4.2,200,28,1,1,0,0,0,0,Chennai,Tier 1  Cities,Tamil Nadu,South India
Sangolda Grill House,4.0,200,53,0,0,0,0,0,0,Goa,Tier 3 Cities,Goa,West India
Sangolda Shack,4.1,400,44,0,1,1,0,1,0,Goa,Tier 3 Cities,Goa,West India
Sanjay Fresh Bake,4.0,250,39,0,0,0,0,0,1,Bhopal,Tier 2 Cities,Madhya Pradesh,Central India
Sanjay Fresh Bake,4.2,150,30,0,0,1,0,0,1,Bhopal,Tier 2 Cities,Madhya Pradesh,Central India
Sanjay Kulambu Kadai,3.7,200,21,1,0,0,0,0,0,Tirunelveli,Tier 2 Cities,Tamil Nadu,South India
Sanjay Rasoi,3.7,250,27,0,1,0,0,0,0,Chandigarh,Tier 2 Cities,Chandigarh,North India
Sanjay Sweets,4.2,100,44,0,1,1,1,0,0,Bhopal,Tier 2 Cities,Madhya Pradesh,Central India
Sanjay Vegetarian Corner & Juice Center,4.2,300,55,0,0,1,0,0,0,Mumbai,Tier 1  Cities,Maharashtra,West India
Sanjay's Real Cheese,4.2,100,26,0,1,0,0,0,0,Amritsar,Tier 2 Cities,Punjab,North India
Sanjay's Snack Bar,4.1,300,34,0,0,1,1,0,0,Ludhiana,Tier 2 Cities,Punjab,North India
Sanjha Chula Rasoi,4.2,150,33,0,1,0,0,0,0,Saharanpur,Tier 2 Cities,Uttar Pradesh,North India
Sanjha Chulha,3.2,150,22,0,1,0,1,1,0,Rajkot,Tier 2 Cities,Gujarat,West India
Sanjha Chulha,3.3,300,47,0,1,1,0,1,0,Jalandhar,Tier 2 Cities,Punjab,North India
Sanjha Chulha,3.8,100,27,1,1,0,0,0,0,Amritsar,Tier 2 Cities,Punjab,North India
Sanjha Chulha,3.8,100,55,0,1,1,1,0,0,Ranchi,Tier 2 Cities,Jharkhand,East India
Sanjha Chulha,3.8,150,25,0,1,0,0,0,0,Lucknow,Tier 2 Cities,Uttar Pradesh,North India
Sanjha Chulha,4.0,100,40,0,1,0,0,1,0,Kolkata,Tier 1  Cities,West Bengal,East India
Sanjha Chulha,4.0,250,22,0,1,1,0,1,0,Jamshedpur,Tier 2 Cities,Jharkhand,East India
Sanjha Chulha,4.1,250,38,0,1,0,0,0,0,Indore,Tier 2 Cities,Madhya Pradesh,Central India
Sanjha Chulha,4.2,150,30,0,1,0,0,1,0,Indore,Tier 2 Cities,Madhya Pradesh,Central India
Sanjha Chulha Dhaba,3.6,150,28,1,1,0,1,0,0,Amritsar,Tier 2 Cities,Punjab,North India
Sanjha Chulla Chaunka,4.0,200,30,0,1,0,0,1,0,Jalandhar,Tier 2 Cities,Punjab,North India
Sanjha Chullah,4.0,150,28,0,1,0,0,0,0,Nagpur,Tier 2 Cities,Maharashtra,West India
Sanjos Donuts,4.2,150,31,0,0,0,0,0,0,Hyderabad,Tier 1  Cities,Telangana,South India
Sanju Chicken Corner,4.1,150,27,0,1,0,0,0,0,Ludhiana,Tier 2 Cities,Punjab,North India
Sanju Chinese Fast Food,4.2,400,26,0,0,1,0,0,0,Chandigarh,Tier 2 Cities,Chandigarh,North India
Sanju Fast Food,4.1,100,26,0,0,0,0,0,0,Jaipur,Tier 2 Cities,Rajasthan,North India
Sanju Healthy Snacks,4.0,250,41,0,0,0,0,0,0,Raipur,Tier 2 Cities,Chhattisgarh,Central India
Sankalp,3.9,250,28,1,0,0,0,0,0,Udaipur,Tier 2 Cities,Rajasthan,North India
Sankalp,4.0,300,31,1,0,0,0,0,0,Dehradun,Tier 2 Cities,Uttarakhand,North India
Sankalp,4.0,300,42,1,0,1,0,0,0,Raipur,Tier 2 Cities,Chhattisgarh,Central India
Sankalp,4.1,100,23,1,1,0,0,0,0,Ahmedabad,Tier 1  Cities,Gujarat,West India
Sankalp,4.1,250,27,1,0,0,0,0,0,Vadodara,Tier 2 Cities,Gujarat,West India
Sankalp,4.5,150,17,1,0,0,0,0,0,Rajkot,Tier 2 Cities,Gujarat,West India
Sankalp - The Taste of South,4.0,50,19,1,0,0,0,0,0,Jamnagar,Tier 2 Cities,Gujarat,West India
Sankalp - The Taste of South,4.1,250,35,1,0,0,0,0,0,Jodhpur,Tier 2 Cities,Rajasthan,North India
Sankalp - The Taste of South,4.3,150,25,1,0,0,0,0,0,Bhopal,Tier 2 Cities,Madhya Pradesh,Central India
Sankalp Express,3.9,250,42,1,1,0,1,0,0,Bhopal,Tier 2 Cities,Madhya Pradesh,Central India
Sankalp Express - The Taste Of South,3.6,300,41,1,1,0,0,0,0,Kolkata,Tier 1  Cities,West Bengal,East India
Sankalp Restaurant,4.2,100,30,1,0,0,0,0,0,Udaipur,Tier 2 Cities,Rajasthan,North India
Sankar Cafe,3.7,100,27,0,0,1,1,0,0,Chennai,Tier 1  Cities,Tamil Nadu,South India
Sankar Cafe,4.1,100,21,1,0,0,0,1,0,Trichy,Tier 2 Cities,Tamil Nadu,South India
Sankhla Kesar Kulfi,4.4,100,16,0,0,0,0,0,0,Bikaner,Tier 2 Cities,Rajasthan,North India
Sannidhi Grand,4.1,200,44,1,1,0,1,0,0,Bangalore,Tier 1  Cities,Karnataka,South India
Sanskari Biryani,3.5,50,41,0,1,0,0,1,0,Vadodara,Tier 2 Cities,Gujarat,West India
Sanskari Paratha,2.9,100,28,0,1,0,0,0,0,Vadodara,Tier 2 Cities,Gujarat,West India
Sanskriti - Sweets & Fastfood,3.6,100,39,0,0,0,1,0,0,Lucknow,Tier 2 Cities,Uttar Pradesh,North India
Sanskriti - The Heritage Coffee Shop,4.3,500,24,0,1,1,0,0,0,Udaipur,Tier 2 Cities,Rajasthan,North India
Sanskruti,4.2,200,29,1,1,1,1,0,0,Pune,Tier 1  Cities,Maharashtra,West India
Sanskruti Restaurant,4.2,300,25,0,1,0,0,1,0,Solapur,Tier 2 Cities,Maharashtra,West India
Sanskruti Sikkim Momos,4.1,150,27,0,0,0,1,0,0,Nagpur,Tier 2 Cities,Maharashtra,West India
Sant Sweets & Fast Food,4.0,300,26,0,0,1,1,0,0,Patiala,Tier 3 Cities,Punjab,North India
Santa Delivers,4.2,150,44,0,1,0,0,1,0,Kolkata,Tier 1  Cities,West Bengal,East India
Santa Delivers,4.2,200,40,0,1,0,0,1,0,Siliguri,Tier 2 Cities,West Bengal,East India
Santa Di Hatti,4.3,100,20,0,0,0,1,0,0,Patiala,Tier 3 Cities,Punjab,North India
Santa Di Hatti,4.5,300,15,0,0,0,1,0,0,Patiala,Tier 3 Cities,Punjab,North India
Santa's Fantasea,4.0,300,57,0,1,0,0,0,0,Kolkata,Tier 1  Cities,West Bengal,East India
Santè Spa Cuisine,4.3,50,36,0,0,0,0,0,0,Pune,Tier 1  Cities,Maharashtra,West India
Santhanam Sweets & Savouries,4.3,200,29,0,0,0,1,0,0,Bangalore,Tier 1  Cities,Karnataka,South India
Santorini Cafe & Restaurant,4.1,200,32,0,1,1,0,0,0,Belgaum,Tier 2 Cities,Karnataka,South India
Santo's Kitchen,4.1,100,16,1,1,0,0,0,0,Vijayawada,Tier 2 Cities,Andhra Pradesh,South India
Santosh Bakers,4.4,150,18,0,0,1,0,0,1,Kota,Tier 2 Cities,Rajasthan,North India
Santosh Bhel,4.3,100,25,0,0,0,1,0,0,Rajkot,Tier 2 Cities,Gujarat,West India
Santosh Chat And Fast Food,4.0,200,30,0,0,1,1,0,0,Patna,Tier 2 Cities,Bihar,East India
Santosh Dhaba,3.5,350,27,0,1,0,0,1,0,Hyderabad,Tier 1  Cities,Telangana,South India
Santosh Dhaba,3.6,200,42,0,1,1,0,0,0,Hyderabad,Tier 1  Cities,Telangana,South India
Santosh Dhaba,3.7,300,26,0,1,0,0,1,0,Hyderabad,Tier 1  Cities,Telangana,South India
Santosh Dhaba,4.0,100,40,0,1,1,0,1,0,Hyderabad,Tier 1  Cities,Telangana,South India
Santosh Family Dhaba,3.9,100,43,0,1,0,0,1,0,Hyderabad,Tier 1  Cities,Telangana,South India
Santosh Family Dhaba,4.0,150,43,0,1,0,0,1,0,Hyderabad,Tier 1  Cities,Telangana,South India
Santosh Family Dhaba,4.0,200,35,0,1,0,0,1,0,Hyderabad,Tier 1  Cities,Telangana,South India
Santosh Family Dhaba,4.2,150,37,0,1,0,0,1,0,Hyderabad,Tier 1  Cities,Telangana,South India
Santosh Juice Corner,3.8,300,26,1,0,1,0,0,0,Allahabad,Tier 2 Cities,Uttar Pradesh,North India
Santosh Pav Bhaji,4.0,200,31,0,0,0,1,0,0,Rajkot,Tier 2 Cities,Gujarat,West India
Santosh Pav Bhaji,4.1,250,27,0,1,0,1,0,0,Vadodara,Tier 2 Cities,Gujarat,West India
Santosh Sweet Home,4.2,150,25,0,0,0,1,0,0,Gaya,Tier 3 Cities,Bihar,East India
Santoshi Fast Food & Rus Depo,4.3,50,18,0,0,1,0,0,0,Jamnagar,Tier 2 Cities,Gujarat,West India
Santrupthi Takeaways,4.0,100,22,0,1,0,0,1,0,Visakhapatnam,Tier 2 Cities,Andhra Pradesh,South India
Santushti,4.5,100,14,0,0,0,0,0,0,Rajkot,Tier 2 Cities,Gujarat,West India
Santushti Shakes,3.4,100,15,0,0,0,0,0,0,Rajkot,Tier 2 Cities,Gujarat,West India
Santushti Shakes,4.2,150,16,0,0,0,0,0,0,Vadodara,Tier 2 Cities,Gujarat,West India
Santushti Shakes & More,3.9,100,25,0,0,0,0,0,0,Rajkot,Tier 2 Cities,Gujarat,West India
Santushti Shakes & More,4.0,200,17,0,0,0,0,0,0,Ahmedabad,Tier 1  Cities,Gujarat,West India
Santushti Shakes & More,4.1,150,22,0,0,0,0,0,0,Vadodara,Tier 2 Cities,Gujarat,West India
Santushti Shakes & More,4.3,150,19,0,0,0,0,0,0,Junagadh,Tier 2 Cities,Gujarat,West India
Santushti Shakes & More,4.4,100,11,0,0,0,0,0,0,Bhavnagar,Tier 2 Cities,Gujarat,West India
Santushti Shakes And More,4.3,200,31,0,0,0,0,0,0,Surat,Tier 2 Cities,Gujarat,West India
Santusti Cakes And Bakery,3.6,100,32,0,0,0,0,0,1,Raipur,Tier 2 Cities,Chhattisgarh,Central India
Sanwara,4.1,100,26,1,1,0,0,0,0,Patna,Tier 2 Cities,Bihar,East India
Sanwariya Biryani Magics,3.8,100,36,0,1,0,0,1,0,Jaipur,Tier 2 Cities,Rajasthan,North India
Sanyog,4.2,150,19,1,1,0,1,0,0,Goa,Tier 3 Cities,Goa,West India
Saoji Jagdish Bhojnalaya,3.7,300,19,0,1,1,0,0,0,Nagpur,Tier 2 Cities,Maharashtra,West India
Saoji Thaat,4.2,250,40,0,1,0,1,0,0,Nagpur,Tier 2 Cities,Maharashtra,West India
Saparito Pizza,4.2,150,38,0,0,1,0,0,0,Pune,Tier 1  Cities,Maharashtra,West India
Sapidon Grilled & Fried,4.0,150,46,0,0,0,0,0,0,Coimbatore,Tier 2 Cities,Tamil Nadu,South India
Sapna Sangita Sandwich,4.2,250,35,0,0,0,0,0,0,Indore,Tier 2 Cities,Madhya Pradesh,Central India
Sapper Sama,3.4,250,30,0,1,0,0,1,0,Patiala,Tier 3 Cities,Punjab,North India
Sapphire's Cafe,3.1,300,40,0,0,1,1,0,0,Nagpur,Tier 2 Cities,Maharashtra,West India
Saptapadi,4.2,200,50,0,0,0,0,0,0,Kolkata,Tier 1  Cities,West Bengal,East India
Sarada Biriyani House,4.0,250,36,0,1,0,0,1,0,Siliguri,Tier 2 Cities,West Bengal,East India
Saraiwala Dairy And Sweets,4.1,50,39,0,0,0,1,0,0,Meerut,Tier 2 Cities,Uttar Pradesh,North India
Sarang,4.3,100,35,1,1,1,0,0,0,Kolkata,Tier 1  Cities,West Bengal,East India
Sarang Sweets & Restaurant,4.0,150,37,1,1,0,0,0,0,Lucknow,Tier 2 Cities,Uttar Pradesh,North India
Sarangi -Chandra Imperial,4.4,150,32,1,1,0,0,0,0,Jodhpur,Tier 2 Cities,Rajasthan,North India
Saras Tea Point,4.4,100,33,0,0,1,1,0,0,Vadodara,Tier 2 Cities,Gujarat,West India
Saraswat Sweets House,4.1,150,23,1,0,0,1,0,0,Aligarh,Tier 2 Cities,Uttar Pradesh,North India
Saraswati Pav Bhaji & Chinese,4.1,150,23,0,0,0,1,0,0,Solapur,Tier 2 Cities,Maharashtra,West India
Saraswati Sweets And Kitchen,3.3,300,24,0,0,0,0,0,0,Jamshedpur,Tier 2 Cities,Jharkhand,East India
Saravana Bhavan,4.0,100,34,1,1,0,0,0,0,Vellore,Tier 3 Cities,Tamil Nadu,South India
Saravana Bhavan,4.3,150,49,1,0,0,0,0,0,Delhi NCR,Tier 1  Cities,Delhi NCR,North India
Saravana Bhavan,4.4,200,37,1,0,0,0,0,0,NCR,NCR,NCR,NCR
Saravana Mess,4.1,400,33,1,1,0,0,0,0,NCR,NCR,NCR,NCR
Saraya Art Cafe,3.6,350,52,0,1,1,0,0,0,Goa,Tier 3 Cities,Goa,West India
Sardaar Ji,3.8,150,26,0,1,0,0,1,0,Allahabad,Tier 2 Cities,Uttar Pradesh,North India
Sardaar Ji,4.1,150,34,0,1,0,0,1,0,Nagpur,Tier 2 Cities,Maharashtra,West India
Sardaar Ji Chinese,3.4,250,27,1,1,0,0,0,0,Allahabad,Tier 2 Cities,Uttar Pradesh,North India
Sardar Da Dhaba,4.0,100,28,0,0,0,0,0,0,Vadodara,Tier 2 Cities,Gujarat,West India
Sardar G Kitchen,3.7,50,24,0,1,0,0,0,0,Dehradun,Tier 2 Cities,Uttarakhand,North India
Sardar G Malai Chaap Junction,3.6,200,20,0,1,0,0,0,0,Dehradun,Tier 2 Cities,Uttarakhand,North India
Sardar G Malai Chaap Junction,3.8,100,28,0,1,0,0,0,0,Udaipur,Tier 2 Cities,Rajasthan,North India
Sardar G Malai Chaap Junction,3.8,200,36,0,1,0,0,0,0,Jabalpur,Tier 2 Cities,Madhya Pradesh,Central India
Sardar G Malai Chaap Junction,3.9,100,35,0,1,1,0,0,0,Allahabad,Tier 2 Cities,Uttar Pradesh,North India
Sardar G Malai Chaap Junction,4.0,250,42,0,1,0,0,0,0,Meerut,Tier 2 Cities,Uttar Pradesh,North India
Sardar G Malai Chaap Junction,4.1,100,30,0,1,0,0,0,0,Chandigarh,Tier 2 Cities,Chandigarh,North India
Sardar G Malai Chaap Junction,4.1,150,27,0,1,0,0,0,0,Agra,Tier 2 Cities,Uttar Pradesh,North India
Sardar G Malai Chaap Junction,4.1,300,31,0,1,0,0,0,0,NCR,NCR,NCR,NCR
Sardar Ji Amritsari Vaishno Dhaba,3.9,150,24,0,1,0,0,0,0,Ludhiana,Tier 2 Cities,Punjab,North India
Sardar Ji Baramde Wale,3.8,200,22,0,1,0,0,0,0,Lucknow,Tier 2 Cities,Uttar Pradesh,North India
Sardar Ji Chicken Corner,4.0,200,33,0,1,0,0,0,0,Ludhiana,Tier 2 Cities,Punjab,North India
Sardar Ji Da Dhaba,3.6,100,32,0,1,0,0,0,0,Agra,Tier 2 Cities,Uttar Pradesh,North India
Sardar Ji Da Punjabi Dhaba,4.0,150,38,0,1,0,0,0,0,Chandigarh,Tier 2 Cities,Chandigarh,North India
Sardar Ji De Special Pakode,4.0,150,25,0,0,1,1,0,0,Ludhiana,Tier 2 Cities,Punjab,North India
Sardar Ji Food Cafe,3.0,100,28,0,1,1,0,0,0,Meerut,Tier 2 Cities,Uttar Pradesh,North India
Sardar Ji Ke Chole Bhature,3.3,200,32,0,1,1,0,0,0,Kota,Tier 2 Cities,Rajasthan,North India
Sardar Ji Ke Chole Kulche,3.9,100,27,1,1,0,0,0,0,Kanpur,Tier 2 Cities,Uttar Pradesh,North India
Sardar Ji Ke Mashoor Chhole Bhature,4.1,150,24,0,1,0,0,0,0,Lucknow,Tier 2 Cities,Uttar Pradesh,North India
Sardar Ji Ke Mashoor Chhole Bhature - Punjabi Zaika,4.2,100,27,0,1,0,0,0,0,Lucknow,Tier 2 Cities,Uttar Pradesh,North India
Sardar Ji Ki Standard Rabdi Ice Cream & Papad,4.3,200,18,0,0,0,0,0,0,Ajmer,Tier 2 Cities,Rajasthan,North India
Sardar Ji Malai Chaap,3.8,200,21,0,1,1,0,0,0,Ludhiana,Tier 2 Cities,Punjab,North India
Sardar ji Malai Chaap Wale,3.5,50,31,0,1,0,0,0,0,Moradabad,Tier 2 Cities,Uttar Pradesh,North India
Sardar Ji- Malai Chaap Wale,3.6,150,20,0,1,0,0,0,0,Gaya,Tier 3 Cities,Bihar,East India
Sardar Ji Parathe Wale,3.9,100,35,0,1,0,0,0,0,NCR,NCR,NCR,NCR
Sardar Ji Rasoi,4.1,100,23,0,1,0,0,0,0,Ludhiana,Tier 2 Cities,Punjab,North India
Sardar Ji Restaurant,4.3,100,32,0,1,1,1,0,0,Jodhpur,Tier 2 Cities,Rajasthan,North India
Sardar Ji Shawarma Rollz And Gym Diet,3.9,150,23,0,0,1,0,0,0,Ludhiana,Tier 2 Cities,Punjab,North India
Sardar Ji Soya Chaap Junction,4.1,50,24,0,1,1,0,0,0,Udaipur,Tier 2 Cities,Rajasthan,North India
Sardar Ji Thaliwala,3.1,100,33,0,1,0,0,0,0,Kanpur,Tier 2 Cities,Uttar Pradesh,North India
Sardar Ji Vaishno Roti,3.9,100,42,0,1,0,0,0,0,Ludhiana,Tier 2 Cities,Punjab,North India
Sardar Ji's Lassi And Kachori,4.3,200,22,0,0,0,1,0,0,Jaipur,Tier 2 Cities,Rajasthan,North India
Sardar Pav Bhaji,4.0,150,38,0,0,1,1,0,0,Mumbai,Tier 1  Cities,Maharashtra,West India
Sardar Pavbhaji Mumbai,2.7,150,39,0,0,0,0,0,0,Raipur,Tier 2 Cities,Chhattisgarh,Central India
Sardar Paya House - Pappu Paya Wala,4.3,50,23,0,1,0,0,1,0,Mumbai,Tier 1  Cities,Maharashtra,West India
Sardar Sahab's Mutton Darbar,3.8,200,40,0,1,0,0,0,0,NCR,NCR,NCR,NCR
Sardara Da Dhaba,3.8,100,22,0,1,0,0,0,0,Gaya,Tier 3 Cities,Bihar,East India
SardarG's BiryaniZ,4.0,100,60,0,1,0,0,1,0,Indore,Tier 2 Cities,Madhya Pradesh,Central India
Sardarji Bakery,3.7,150,37,0,0,0,1,0,1,Dehradun,Tier 2 Cities,Uttarakhand,North India
Sardarji Bar B-Q,4.2,350,32,0,1,0,0,1,0,Jaipur,Tier 2 Cities,Rajasthan,North India
Sardarji Da Bhukkhad Street,3.6,150,26,0,0,0,0,0,0,Jhansi,Tier 2 Cities,Uttar Pradesh,North India
Sardarji Da Chulla,3.6,100,31,0,1,1,0,1,0,Nagpur,Tier 2 Cities,Maharashtra,West India
Sardarji Da Kitchen,3.6,150,35,0,1,1,0,0,0,Raipur,Tier 2 Cities,Chhattisgarh,Central India
Sardarji Di Chaap,3.4,350,42,0,1,0,0,0,0,Jalandhar,Tier 2 Cities,Punjab,North India
Sardarji Eat & Bite,4.1,100,37,0,1,1,0,0,0,Agra,Tier 2 Cities,Uttar Pradesh,North India
Sardarji Foods,3.4,100,43,0,1,0,1,0,0,Bhopal,Tier 2 Cities,Madhya Pradesh,Central India
Sardarji Ka Dhaba,3.4,400,35,0,1,0,0,1,0,Surat,Tier 2 Cities,Gujarat,West India
Sardarji Ka Dhaba,4.0,100,58,0,1,0,0,0,0,Bangalore,Tier 1  Cities,Karnataka,South India
Sardarji Ki Rasoi,3.9,150,33,0,1,0,0,0,0,Nagpur,Tier 2 Cities,Maharashtra,West India
Sardarji Londonwaley,3.8,150,46,0,1,0,0,1,0,Bangalore,Tier 1  Cities,Karnataka,South India
Sardar-Ji-Bakhsh Coffee & Co.,4.1,250,45,0,0,1,0,0,0,NCR,NCR,NCR,NCR
Sardarji's Paratha & Chaap House,3.8,150,49,0,1,0,0,0,0,Pune,Tier 1  Cities,Maharashtra,West India
Sardarpura Shahi Veg Non Veg Restaurant,3.6,50,31,0,1,0,0,0,0,Jodhpur,Tier 2 Cities,Rajasthan,North India
Sare Chuattar,3.7,100,55,0,0,0,0,1,0,Kolkata,Tier 1  Cities,West Bengal,East India
Sargam Food,4.2,150,19,0,0,1,0,0,0,Rajkot,Tier 2 Cities,Gujarat,West India
Sargam Kitchen,4.2,50,21,1,1,1,1,0,0,Rajkot,Tier 2 Cities,Gujarat,West India
Sargam Restaurant,3.6,100,23,0,1,1,0,0,0,Udaipur,Tier 2 Cities,Rajasthan,North India
Sargra Online Cake Delivery,3.6,100,42,0,0,0,0,0,1,Agra,Tier 2 Cities,Uttar Pradesh,North India
Sarita’s Cafe,4.2,150,30,0,1,1,0,0,0,Bareilly,Tier 2 Cities,Uttar Pradesh,North India
Sarjaa,4.3,300,47,0,0,0,0,0,0,Pune,Tier 1  Cities,Maharashtra,West India
Sarkar Pavbhaji,3.8,150,21,0,0,0,0,0,0,Kolhapur,Tier 2 Cities,Maharashtra,West India
Sarkari Chai,3.5,250,33,0,0,1,0,0,0,Kolkata,Tier 1  Cities,West Bengal,East India
Sarkar's Biryani,3.2,200,39,1,1,1,0,1,0,Siliguri,Tier 2 Cities,West Bengal,East India
Saro Home Food,4.3,150,61,0,0,0,0,1,0,Chennai,Tier 1  Cities,Tamil Nadu,South India
Saroj Kulcha Junction Vaishno Dhaba,3.8,100,35,0,1,0,0,0,0,Amritsar,Tier 2 Cities,Punjab,North India
Sarovar Restaurant & Bar,4.3,300,38,0,1,0,0,0,0,Pune,Tier 1  Cities,Maharashtra,West India
Sarrva Cafe,4.3,100,35,0,0,1,1,0,0,Rishikesh,Tier 3 Cities,Uttarakhand,North India
Sartaj Hotel,3.8,250,18,0,1,0,0,0,0,Jaipur,Tier 2 Cities,Rajasthan,North India
Sartaj Hotel,3.9,200,23,0,1,0,0,1,0,Nagpur,Tier 2 Cities,Maharashtra,West India
Sarthak Regency,3.7,350,30,0,1,1,1,0,0,Manali,Tier 3 Cities,Himachal Pradesh,North India
Saru'j Shetkari Hotel,3.9,150,36,0,1,0,0,0,0,Pune,Tier 1  Cities,Maharashtra,West India
Sarvan Cafe,4.2,150,25,1,0,0,0,0,0,Jaipur,Tier 2 Cities,Rajasthan,North India
Sarvani Sweets,4.3,300,22,0,1,0,1,0,0,Visakhapatnam,Tier 2 Cities,Andhra Pradesh,South India
Sarvi,4.2,150,47,0,1,0,0,0,0,Mumbai,Tier 1  Cities,Maharashtra,West India
Sarvi Restaurant,4.1,250,47,0,1,0,0,0,0,Hyderabad,Tier 1  Cities,Telangana,South India
Sarvi Restaurants & Bakers,4.1,150,50,0,1,1,0,1,1,Hyderabad,Tier 1  Cities,Telangana,South India
Sarvoday Ice Cream,4.5,100,21,0,0,0,0,0,0,Vadodara,Tier 2 Cities,Gujarat,West India
Sarvottam Restaurant,4.2,200,19,0,1,0,0,0,0,Surat,Tier 2 Cities,Gujarat,West India
Sarwariya Sweets,4.1,150,16,0,0,0,1,0,0,Jhansi,Tier 2 Cities,Uttar Pradesh,North India
Sarwariya Sweets & Restaurant,3.8,100,21,1,1,1,1,0,0,Jhansi,Tier 2 Cities,Uttar Pradesh,North India
Sarwariya Sweets & Snacks,4.1,200,16,0,0,0,1,0,0,Jhansi,Tier 2 Cities,Uttar Pradesh,North India
Sas Bahu Bati Chokha,4.2,200,71,0,0,0,0,0,0,Lucknow,Tier 2 Cities,Uttar Pradesh,North India
SAS Bakery,3.4,150,25,0,0,1,0,0,1,Jamshedpur,Tier 2 Cities,Jharkhand,East India
Sasarwadi Family Resturant & Biryani House,3.8,250,22,0,1,0,0,1,0,Amravati,Tier 2 Cities,Maharashtra,West India
SashMick's Bakery,4.4,250,37,0,0,0,0,0,1,NCR,NCR,NCR,NCR
Sassy House - All Day Cafe,4.2,150,46,0,1,1,0,0,0,Indore,Tier 2 Cities,Madhya Pradesh,Central India
Sassy Spices,3.8,150,33,0,1,0,0,1,0,Chandigarh,Tier 2 Cities,Chandigarh,North India
Sassy Teaspoon,4.2,150,32,0,0,0,0,0,1,Pune,Tier 1  Cities,Maharashtra,West India
Sassy Teaspoon,4.4,250,34,0,0,0,0,0,1,Mumbai,Tier 1  Cities,Maharashtra,West India
Sasta - The Tummy Service Center,3.3,250,35,0,0,1,1,0,0,Bikaner,Tier 2 Cities,Rajasthan,North India
Sasta Burger,3.0,350,30,0,0,0,0,0,0,Amritsar,Tier 2 Cities,Punjab,North India
Sasta Chicken Vs Sasta Pizza,3.0,150,38,0,1,1,0,0,1,Amritsar,Tier 2 Cities,Punjab,North India
Sasta Khao Achha Khao,3.2,100,39,0,1,0,0,0,0,Amritsar,Tier 2 Cities,Punjab,North India
Sasta Tikaoo Foods,3.5,300,32,0,0,1,0,0,0,Amritsar,Tier 2 Cities,Punjab,North India
Sasuji Ka Dhaba,4.1,350,25,0,1,0,1,0,0,Rajkot,Tier 2 Cities,Gujarat,West India
Sasuma,3.9,150,34,0,1,1,0,0,0,Ahmedabad,Tier 1  Cities,Gujarat,West India
Sasumaa's,3.9,100,30,0,0,0,0,0,0,Surat,Tier 2 Cities,Gujarat,West India
Sasural The Restro,3.7,250,48,0,1,1,0,0,0,Agra,Tier 2 Cities,Uttar Pradesh,North India
Sat Guru Dhaba,4.0,250,31,0,1,0,0,0,0,NCR,NCR,NCR,NCR
Satguru Dabeli Center,3.2,150,22,0,0,0,1,0,0,Surat,Tier 2 Cities,Gujarat,West India
Satguru Dairy And Sweets,4.4,150,18,0,0,0,0,0,0,Ludhiana,Tier 2 Cities,Punjab,North India
Satguru Family Restro,3.9,100,35,1,1,1,1,1,0,Udaipur,Tier 2 Cities,Rajasthan,North India
Satguru Shudh Bhojanaalya,4.0,50,35,0,1,0,0,0,0,Meerut,Tier 2 Cities,Uttar Pradesh,North India
Satguru Sweets And Bakers,4.3,100,35,1,0,1,0,0,1,Gorakhpur,Tier 2 Cities,Uttar Pradesh,North India
Sathe Jamiye,3.5,100,34,0,1,0,0,0,0,Ahmedabad,Tier 1  Cities,Gujarat,West India
Sathvik Padukone South Indian Dosa Corner,4.1,150,22,1,0,0,0,0,0,Agra,Tier 2 Cities,Uttar Pradesh,North India
Sathyam Cinemas,4.3,150,36,0,0,1,0,0,0,Chennai,Tier 1  Cities,Tamil Nadu,South India
Satish Shudh Shakahari Bhojnaly,3.6,40,37,0,1,0,0,0,0,Bareilly,Tier 2 Cities,Uttar Pradesh,North India
Satish Vaishno Dhaba,4.1,100,22,0,1,0,0,0,0,Jalandhar,Tier 2 Cities,Punjab,North India
